 55 75,175 100,200 97,86,83,255
 56 75,200 100,225 94,71,76,255
 57 75,225 100,250 224,190,120,255
 58 75,250 100,275 255,255,255,255
 59 75,275 100,300 255,255,255,255
 60 75,300 100,325 97,86,83,255
 61 75,325 100,350 255,255,255,255
 62 75,350 100,375 255,255,255,255
 63 75,375 100,400 0,0,0,255
 64 100,0 125,25 94,71,76,255
 65 100,25 125,50 0,0,0,255
 66 100,50 125,75 255,255,255,255
 67 100,75 125,100 142,145,113,255
 68 100,100 125,125 255,255,255,255
 69 100,125 125,150 0,0,0,255
 70 100,150 125,175 0,0,0,255
 71 100,175 125,200 255,255,255,255
 72 100,200 125,225 142,145,113,255
 73 100,225 125,250 0,0,0,255
 74 100,250 125,275 142,145,113,255
 75 100,275 125,300 142,145,113,255
 76 100,300 125,325 94,71,76,255
 77 100,325 125,350 0,0,0,255
 78 100,350 125,375 224,190,120,255
 79 100,375 125,400 97,86,83,255
 80 125,0 150,25 0,0,0,255
 81 125,25 150,50 94,71,76,255
 82 125,50 150,75 142,145,113,255
 83 125,75 150,100 0,0,0,255
 84 125,100 150,125 97,86,83,255
 85 125,125 150,150 0,0,0,255
 86 125,150 150,175 0,0,0,255
 87 125,175 150,200 94,71,76,255
 88 125,200 150,225 255,255,255,255
 89 125,225 150,250 0,0,0,255
 90 125,250 150,275 94,71,76,255
 91 125,275 150,300 255,255,255,255
 92 125,300 150,325 224,190,120,255
 93 125,325 150,350 0,0,0,255
 94 125,350 150,375 255,255,255,255
 95 125,375 150,400 255,255,255,255
 96 150,0 175,25 255,255,255,255
 97 150,25 175,50 255,255,255,255
 98 150,50 175,75 94,71,76,255
 99 150,75 175,100 97,86,83,255
 100 150,100 175,125 142,145,113,255
 101 150,125 175,150 224,190,120,255
 102 150,150 175,175 142,145,113,255
 103 150,175 175,200 94,71,76,255
 104 150,200 175,225 94,71,76,255
 105 150,225 175,250 142,145,113,255
 106 150,250 175,275 142,145,113,255
 107 150,275 175,300 0,0,0,255
 108 150,300 175,325 224,190,120,255
 109 150,325 175,350 224,190,120,255
 110 150,350 175,375 97,86,83,255
 111 150,375 175,400 94,71,76,255
 112 175,0 200,25 94,71,76,255
 113 175,25 200,50 94,71,76,255
 114 175,50 200,75 0,0,0,255
 115 175,75 200,100 224,190,120,255
 116 175,100 200,125 224,190,120,255
 117 175,125 200,150 224,190,120,255
 118 175,150 200,175 97,86,83,255
 119 175,175 200,200 0,0,0,255
 120 175,200 200,225 0,0,0,255
 121 175,225 200,250 0,0,0,255
 122 175,250 200,275 94,71,76,255
 123 175,275 200,300 0,0,0,255
 124 175,300 200,325 224,190,120,255
 125 175,325 200,350 94,71,76,255
 126 175,350 200,375 0,0,0,255
 127 175,375 200,400 142,145,113,255
 128 200,0 225,25 0,0,0,255
 129 200,25 225,50 142,145,113,255
 130 200,50 225,75 255,255,255,255
 131 200,75 225,100 0,0,0,255
 132 200,100 225,125 255,255,255,255
 133 200,125 225,150 255,255,255,255
 134 200,150 225,175 255,255,255,255
 135 200,175 225,200 255,255,255,255
 136 200,200 225,225 94,71,76,255
 137 200,225 225,250 255,255,255,255
 138 200,250 225,275 0,0,0,255
 139 200,275 225,300 94,71,76,255
 140 200,300 225,325 94,71,76,255
 141 200,325 225,350 224,190,120,255
 142 200,350 225,375 94,71,76,255
 143 200,375 225,400 224,190,120,255
 144 225,0 250,25 94,71,76,255
 145 225,25 250,50 97,86,83,255
 146 225,50 250,75 0,0,0,255
 147 225,75 250,100 0,0,0,255
 148 225,100 250,125 255,255,255,255
 149 225,125 250,150 97,86,83,255
 150 225,150 250,175 94,71,76,255
 151 225,175 250,200 255,255,255,255
 152 225,200 250,225 224,190,120,255
 153 225,225 250,250 94,71,76,255
 154 225,250 250,275 255,255,255,255
 155 225,275 250,300 224,190,120,255
 156 225,300 250,325 94,71,76,255
 157 225,325 250,350 0,0,0,255
 158 225,350 250,375 142,145,113,255
 159 225,375 250,400 94,71,76,255
 160 250,0 275,25 0,0,0,255
 161 250,25 275,50 142,145,113,255
 162 250,50 275,75 97,86,83,255
 163 250,75 275,100 142,145,113,255
 164 250,100 275,125 0,0,0,255
 165 250,125 275,150 255,255,255,255
 166 250,150 275,175 97,86,83,255
 167 250,175 275,200 142,145,113,255
 168 250,200 275,225 94,71,76,255
 169 250,225 275,250 0,0,0,255
 170 250,250 275,275 94,71,76,255
 171 250,275 275,300 142,145,113,255
 172 250,300 275,325 97,86,83,255
 173 250,325 275,350 94,71,76,255
 174 250,350 275,375 224,190,120,255
 175 250,375 275,400 142,145,113,255
 176 275,0 300,25 0,0,0,255
 177 275,25 300,50 142,145,113,255
 178 275,50 300,75 94,71,76,255
 179 275,75 300,100 0,0,0,255
 180 275,100 300,125 97,86,83,255
 181 275,125 300,150 255,255,255,255
 182 275,150 300,175 224,190,120,255
 183 275,175 300,200 97,86,83,255
 184 275,200 300,225 255,255,255,255
 185 275,225 300,250 97,86,83,255
 186 275,250 300,275 255,255,255,255
 187 275,275 300,300 97,86,83,255
 188 275,300 300,325 97,86,83,255
 189 275,325 300,350 255,255,255,255
 190 275,350 300,375 0,0,0,255
 191 275,375 300,400 255,255,255,255
 192 300,0 325,25 94,71,76,255
 193 300,25 325,50 94,71,76,255
 194 300,50 325,75 224,190,120,255
 195 300,75 325,100 0,0,0,255
 196 300,100 325,125 224,190,120,255
 197 300,125 325,150 142,145,113,255
 198 300,150 325,175 97,86,83,255
 199 300,175 325,200 94,71,76,255
 200 300,200 325,225 94,71,76,255
 201 300,225 325,250 255,255,255,255
 202 300,250 325,275 97,86,83,255
 203 300,275 325,300 0,0,0,255
 204 300,300 325,325 94,71,76,255
 205 300,325 325,350 142,145,113,255
 206 300,350 325,375 94,71,76,255
 207 300,375 325,400 0,0,0,255
 208 325,0 350,25 224,190,120,255
 209 325,25 350,50 142,145,113,255
 210 325,50 350,75 255,255,255,255
 211 325,75 350,100 142,145,113,255
 212 325,100 350,125 94,71,76,255
 213 325,125 350,150 0,0,0,255
 214 325,150 350,175 97,86,83,255
 215 325,175 350,200 97,86,83,255
 216 325,200 350,225 255,255,255,255
 217 325,225 350,250 97,86,83,255
 218 325,250 350,275 0,0,0,255
 219 325,275 350,300 255,255,255,255
 220 325,300 350,325 94,71,76,255
 221 325,325 350,350 0,0,0,255
 222 325,350 350,375 142,145,113,255
 223 325,375 350,400 97,86,83,255
 224 350,0 375,25 0,0,0,255
 225 350,25 375,50 0,0,0,255
 226 350,50 375,75 224,190,120,255
 227 350,75 375,100 224,190,120,255
 228 350,100 375,125 224,190,120,255
 229 350,125 375,150 97,86,83,255
 230 350,150 375,175 142,145,113,255
 231 350,175 375,200 97,86,83,255
 232 350,200 375,225 94,71,76,255
 233 350,225 375,250 142,145,113,255
 234 350,250 375,275 0,0,0,255
 235 350,275 375,300 224,190,120,255
 236 350,300 375,325 142,145,113,255
 237 350,325 375,350 224,190,120,255
 238 350,350 375,375 0,0,0,255
 239 350,375 375,400 94,71,76,255
 240 375,0 400,25 94,71,76,255
 241 375,25 400,50 224,190,120,255
 242 375,50 400,75 224,190,120,255
 243 375,75 400,100 94,71,76,255
 244 375,100 400,125 224,190,120,255
 245 375,125 400,150 142,145,113,255
 246 375,150 400,175 0,0,0,255
 247 375,175 400,200 255,255,255,255
 248 375,200 400,225 97,86,83,255
 249 375,225 400,250 255,255,255,255
 250 375,250 400,275 224,190,120,255
 251 375,275 400,300 255,255,255,255
 252 375,300 400,325 224,190,120,255
 253 375,325 400,350 142,145,113,255
 254 375,350 400,375 224,190,120,255
 255 375,375 400,400 97,86,83,255    
