 66 100,50 125,75 33,81,216,255
 67 100,75 125,100 0,0,0,255
 68 100,100 125,125 33,81,216,255
 69 100,125 125,150 0,0,0,255
 70 100,150 125,175 33,81,216,255
 71 100,175 125,200 0,0,0,255
 72 100,200 125,225 234,0,32,255
 73 100,225 125,250 255,255,255,255
 74 100,250 125,275 234,0,32,255
 75 100,275 125,300 33,81,216,255
 76 100,300 125,325 33,81,216,255
 77 100,325 125,350 0,0,0,255
 78 100,350 125,375 0,0,0,255
 79 100,375 125,400 234,0,32,255
 80 125,0 150,25 0,0,0,255
 81 125,25 150,50 255,255,255,255
 82 125,50 150,75 234,0,32,255
 83 125,75 150,100 234,0,32,255
 84 125,100 150,125 33,81,216,255
 85 125,125 150,150 0,0,0,255
 86 125,150 150,175 255,255,255,255
 87 125,175 150,200 0,0,0,255
 88 125,200 150,225 255,255,255,255
 89 125,225 150,250 234,0,32,255
 90 125,250 150,275 33,81,216,255
 91 125,275 150,300 234,0,32,255
 92 125,300 150,325 0,0,0,255
 93 125,325 150,350 33,81,216,255
 94 125,350 150,375 0,0,0,255
 95 125,375 150,400 255,255,255,255
 96 150,0 175,25 0,0,0,255
 97 150,25 175,50 234,0,32,255
 98 150,50 175,75 0,0,0,255
 99 150,75 175,100 33,81,216,255
 100 150,100 175,125 33,81,216,255
 101 150,125 175,150 0,0,0,255
 102 150,150 175,175 0,0,0,255
 103 150,175 175,200 0,0,0,255
 104 150,200 175,225 33,81,216,255
 105 150,225 175,250 0,0,0,255
 106 150,250 175,275 33,81,216,255
 107 150,275 175,300 255,255,255,255
 108 150,300 175,325 0,0,0,255
 109 150,325 175,350 33,81,216,255
 110 150,350 175,375 33,81,216,255
 111 150,375 175,400 255,255,255,255
 112 175,0 200,25 33,81,216,255
 113 175,25 200,50 33,81,216,255
 114 175,50 200,75 255,255,255,255
 115 175,75 200,100 255,255,255,255
 116 175,100 200,125 33,81,216,255
 117 175,125 200,150 234,0,32,255
 118 175,150 200,175 33,81,216,255
 119 175,175 200,200 33,81,216,255
 120 175,200 200,225 234,0,32,255
 121 175,225 200,250 255,255,255,255
 122 175,250 200,275 255,255,255,255
 123 175,275 200,300 255,255,255,255
 124 175,300 200,325 0,0,0,255
 125 175,325 200,350 255,255,255,255
 126 175,350 200,375 234,0,32,255
 127 175,375 200,400 234,0,32,255
 128 200,0 225,25 234,0,32,255
 129 200,25 225,50 255,255,255,255
 130 200,50 225,75 234,0,32,255
 131 200,75 225,100 33,81,216,255
 132 200,100 225,125 255,255,255,255
 133 200,125 225,150 255,255,255,255
 134 200,150 225,175 255,255,255,255
 135 200,175 225,200 33,81,216,255
 136 200,200 225,225 234,0,32,255
 137 200,225 225,250 33,81,216,255
 138 200,250 225,275 0,0,0,255
 139 200,275 225,300 255,255,255,255
 140 200,300 225,325 234,0,32,255
 141 200,325 225,350 33,81,216,255
 142 200,350 225,375 255,255,255,255
 143 200,375 225,400 0,0,0,255
 144 225,0 250,25 33,81,216,255
 145 225,25 250,50 33,81,216,255
 146 225,50 250,75 0,0,0,255
 147 225,75 250,100 33,81,216,255
 148 225,100 250,125 255,255,255,255
 149 225,125 250,150 33,81,216,255
 150 225,150 250,175 0,0,0,255
 151 225,175 250,200 234,0,32,255
 152 225,200 250,225 255,255,255,255
 153 225,225 250,250 0,0,0,255
 154 225,250 250,275 0,0,0,255
 155 225,275 250,300 234,0,32,255
 156 225,300 250,325 234,0,32,255
 157 225,325 250,350 234,0,32,255
 158 225,350 250,375 255,255,255,255
 159 225,375 250,400 234,0,32,255
 160 250,0 275,25 255,255,255,255
 161 250,25 275,50 255,255,255,255
 162 250,50 275,75 255,255,255,255
 163 250,75 275,100 0,0,0,255
 164 250,100 275,125 255,255,255,255
 165 250,125 275,150 0,0,0,255
 166 250,150 275,175 255,255,255,255
 167 250,175 275,200 255,255,255,255
 168 250,200 275,225 255,255,255,255
 169 250,225 275,250 0,0,0,255
 170 250,250 275,275 33,81,216,255
 171 250,275 275,300 0,0,0,255
 172 250,300 275,325 0,0,0,255
 173 250,325 275,350 255,255,255,255
 174 250,350 275,375 234,0,32,255
 175 250,375 275,400 255,255,255,255
 176 275,0 300,25 0,0,0,255
 177 275,25 300,50 234,0,32,255
 178 275,50 300,75 234,0,32,255
 179 275,75 300,100 0,0,0,255
 180 275,100 300,125 33,81,216,255
 181 275,125 300,150 0,0,0,255
 182 275,150 300,175 234,0,32,255
 183 275,175 300,200 33,81,216,255
 184 275,200 300,225 255,255,255,255
 185 275,225 300,250 234,0,32,255
 186 275,250 300,275 234,0,32,255
 187 275,275 300,300 255,255,255,255
 188 275,300 300,325 0,0,0,255
 189 275,325 300,350 0,0,0,255
 190 275,350 300,375 234,0,32,255
 191 275,375 300,400 255,255,255,255
 192 300,0 325,25 255,255,255,255
 193 300,25 325,50 0,0,0,255
 194 300,50 325,75 255,255,255,255
 195 300,75 325,100 33,81,216,255
 196 300,100 325,125 0,0,0,255
 197 300,125 325,150 255,255,255,255
 198 300,150 325,175 33,81,216,255
 199 300,175 325,200 0,0,0,255
 200 300,200 325,225 33,81,216,255
 201 300,225 325,250 33,81,216,255
 202 300,250 325,275 234,0,32,255
 203 300,275 325,300 234,0,32,255
 204 300,300 325,325 234,0,32,255
 205 300,325 325,350 33,81,216,255
 206 300,350 325,375 234,0,32,255
 207 300,375 325,400 0,0,0,255
 208 325,0 350,25 33,81,216,255
 209 325,25 350,50 33,81,216,255
 210 325,50 350,75 234,0,32,255
 211 325,75 350,100 234,0,32,255
 212 325,100 350,125 234,0,32,255
 213 325,125 350,150 234,0,32,255
 214 325,150 350,175 33,81,216,255
 215 325,175 350,200 0,0,0,255
 216 325,200 350,225 255,255,255,255
 217 325,225 350,250 255,255,255,255
 218 325,250 350,275 234,0,32,255
 219 325,275 350,300 234,0,32,255
 220 325,300 350,325 33,81,216,255
 221 325,325 350,350 33,81,216,255
 222 325,350 350,375 234,0,32,255
 223 325,375 350,400 234,0,32,255
 224 350,0 375,25 255,255,255,255
 225 350,25 375,50 33,81,216,255
 226 350,50 375,75 0,0,0,255
 227 350,75 375,100 234,0,32,255
 228 350,100 375,125 234,0,32,255
 229 350,125 375,150 234,0,32,255
 230 350,150 375,175 234,0,32,255
 231 350,175 375,200 234,0,32,255
 232 350,200 375,225 33,81,216,255
 233 350,225 375,250 33,81,216,255
 234 350,250 375,275 255,255,255,255
 235 350,275 375,300 255,255,255,255
 236 350,300 375,325 255,255,255,255
 237 350,325 375,350 255,255,255,255
 238 350,350 375,375 0,0,0,255
 239 350,375 375,400 255,255,255,255
 240 375,0 400,25 0,0,0,255
 241 375,25 400,50 0,0,0,255
 242 375,50 400,75 255,255,255,255
 243 375,75 400,100 0,0,0,255
 244 375,100 400,125 33,81,216,255
 245 375,125 400,150 255,255,255,255
 246 375,150 400,175 255,255,255,255
 247 375,175 400,200 33,81,216,255
 248 375,200 400,225 234,0,32,255
 249 375,225 400,250 0,0,0,255
 250 375,250 400,275 0,0,0,255
 251 375,275 400,300 255,255,255,255
 252 375,300 400,325 255,255,255,255
 253 375,325 400,350 0,0,0,255
 254 375,350 400,375 234,0,32,255
 255 375,375 400,400 33,81,216,255    
